review,sentiment_label,sentiment_score,keywords,themes
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",negative,-0.3617566666666666,"['screenshot', 'screenshot allow', 'update prevent', 'evidence', 'prevent screenshot']","['Transactions', 'Feature Requests', 'Screenshot/Restrictions']"
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",positive,0.08632,"['problem invest', 'world hack', 'debit transfer', 'security problem', 'transfer need']","['Transactions', 'Account Access', 'Feature Requests', 'Transaction History', 'Security Concerns']"
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",positive,0.5832688888888888,"['process draw', 'screenshot guy', 'draw', 'make process', 'thing add']",['Feature Requests']
"I’ve been using the CBE mobile banking app, and overall, I appreciate its features. However, I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications. Thank you for your attention to this matter!",positive,0.5713149999999999,"['developer', 'banking appreciate', 'notice turn', 'option device', 'setting application']","['Transactions', 'Feature Requests']"
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",positive,0.63056,"['recommendation let', 'recommendation', 'mpesa', 'telebirr account', 'money telebirr']","['Transactions', 'Feature Requests']"
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,positive,0.6836800000000001,"['developer', 'option divice', 'banking appreciate', 'access developer', 'attention matter']","['Transactions', 'Feature Requests']"
"In the previous, I gave 4 🌟 for this app based on my evaluation. This app was without biometric security and may be exposed to cheaters unexpectedly. It is solved now. You can add verification security on the setting app. But there is something problem still with verification. It must prevent logging in without correct input fingerprint.",negative,-0.3622333333333333,"['security', 'verification', 'security expose', 'security set', 'add verification']","['Account Access', 'Feature Requests', 'Security Concerns']"
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",positive,0.3985,"['risk hinder', 'security risk', 'app functionality', 'hinder', 'option access']","['Account Access', 'Feature Requests', 'Security Concerns']"
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,positive,0.3384842424242424,"['recite', 'proof', 'payment client', 'proof fix', 'recite downlod']","['Transactions', 'Interface Issues', 'Screenshot/Restrictions']"
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",negative,-0.5091533333333332,"['corporation', 'payment air', 'consent', 'error bank', 'suspend']","['Transactions', 'App Performance']"
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,positive,0.4182066666666666,"['screenshot', 'option', 'option appear', 'option screenshot', 'bring screenshot']","['Feature Requests', 'Screenshot/Restrictions']"
"The recent update automatically turns the developers option on, and when one starts the app, a message pops up saying the app does not work with the developers option on. So, one has to go to the settings and manually turn the developers option off. Otherwise the app doesn't work.",neutral,0.0,"['developer option', 'developer', 'option', 'turn developer', 'turn']","['Feature Requests', 'Notifications']"
"The review page keeps loading, and even sync is completed. The history page always shows old/unknown transactions. ...... Edited: I guess the loading page means it expires and needs to go to the nearest bank and ask for an extension for another 3 years. Upgrade to 3 stars .",neutral,0.0,"['page', 'loading', 'page loading', 'page mean', 'review page']","['App Performance', 'Feature Requests', 'Transaction History']"
"First this app was pretty good and well connection while transferring money, but now there's no such a worst mob app ever while transferring money it corrupts due to the network and took the amount of money you were transferring from your account then after seconds interruptions it's shows that the money is transferred (this case happens especially to telebirrr wallet) then after you report the issue to the CBE customer service they refund your money to your CBE account after 3-5 days.",negative,-0.5090142857142856,"['money', 'transfer', 'money transfer', 'transfer money', 'cbe']","['Transactions', 'App Performance']"
Two step verification update is fake (meaningless). Why because the app gives you an option of to use pin while requesting two step verification step. 🔐 This updated app is not differ than the previous one in case of security & safegaurding users.👹👹💀💀 The other features of the app are best and easy to use it.⭐️⭐️⭐️⭐️⭐️,positive,0.3348244444444444,"['step', 'step verification', 'verification', 'update app', 'request step']","['Account Access', 'Feature Requests', 'Security Concerns']"
What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,negative,-0.54082,"['developer', 'restriction developer', 'option developer', 'screenshot restriction', 'update screenshot']","['Transactions', 'Screenshot/Restrictions']"
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,negative,-0.3819733333333333,"['receipt mean', 'wrote', 'wrote weakness', 'bank hand', 'mobile bank']","['Transactions', 'Screenshot/Restrictions', 'Transaction History']"
"The app is full of bugs here and there, perhaps it's from the backend side idk. For instance the transaction history you see on top is one made a couple of months ago and you have to refresh until you reach the top. it's just so bizarre. And you can't even search for a transaction you made. Someone with a lot of transactions will find it annoying. Even simple things like localising dates to Amharic dates are now correctly implemented.",negative,-0.0712466666666666,"['date', 'transaction', 'reach search', 'refresh reach', 'bug instance']","['Transactions', 'App Performance', 'Feature Requests', 'Transaction History', 'Language Support']"
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,positive,0.66824,"['person app', 'transaction person', 'imagine', 'alot', 'person']",['Other']
It used to be the best bank app in Ethiopia. But now using it is a terrible experience. For every transaction it shows an error message. Making a simple payment requires 5 to 6 trials to complete.,negative,-0.4261399999999999,"['payment require', 'require trial', 'trial', 'make payment', 'transaction error']","['Transactions', 'App Performance']"
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,positive,0.1588066666666666,"['rating resolve', 'rethink', 'rethink change', 'resolve issue', 'restriction app']","['Feature Requests', 'Screenshot/Restrictions']"
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,positive,0.4784199999999999,"['read fix', 'screenshot functionality', 'work touch', 'download button', 'fix screenshot']","['Feature Requests', 'Interface Issues', 'Screenshot/Restrictions']"
Its good but we need an option of choosing a specific period to get a historique of transactions. For example when i want to check my previous transactions i only get few transactions. Thank you.,positive,0.4381466666666666,"['transaction', 'period historique', 'need option', 'option choose', 'check transaction']",['Feature Requests']
well designed! Fixing bugs & two step verification with biometric... simply it's great!,positive,0.86632,"['biometric', 'step verification', 'fix bug', 'design', 'step']",['Account Access']
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,negative,-0.4058733333333333,"['application application', 'application']",['Other']
"As an app developer, I rely on Developer Mode to build and test apps, but this app blocks access entirely if it's enabled. This restriction is unnecessary and makes it impossible for developers to use the service. Instead of outright blocking, consider implementing enhanced security measures that don't alienate professionals who need this setting. Please reconsider this policy.",negative,-0.3907422222222222,"['developer', 'professional need', 'reconsider policy', 'rely developer', 'restriction make']","['Account Access', 'Feature Requests', 'Screenshot/Restrictions', 'Security Concerns']"
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,positive,0.51168,"['accout', 'allow cardless', 'app integrate', 'cardless', 'integrate']","['Transactions', 'Feature Requests']"
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,positive,0.0733333333333333,"['money', 'world finance', 'account', 'application send', 'day money']","['Transactions', 'App Performance', 'Customer Service']"
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",negative,-0.1106704761904762,"['limit', 'pay water', 'reason understand', 'lot thing', 'pocket']",['Transactions']
"I have seen lots of great updates right here, especially the 2FA using the biometric security technique, I suggest you work on minimising app crashing due to the accumulation of cache, very little cache crash it.",positive,0.4100971428571429,"['crash', 'security technique', 'lot update', 'update security', 'cache']","['App Performance', 'Account Access', 'Feature Requests', 'Security Concerns']"
"Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?",negative,-0.32392,"['recharge', 'customer service', 'customer', 'balance', 'recharge balance']","['Transactions', 'Feature Requests', 'Customer Service']"
"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",negative,-0.2270647619047618,"['developer', 'developer mode', 'mode', 'cbe', 'earth']",['Other']
"I really like this app as it is being updated from time to time and includes multiple payment options. In particular, giving a receipt makes it even more preferable. However, when it is refreshed, it does not show the history of credit and deposit in order and, I am of the opinion that it is better if the recent history is fixed respectively according to the transaction date in the future because there is a problem of confusion.",positive,0.5461451851851852,"['history', 'order opinion', 'problem confusion', 'receipt make', 'refresh history']","['Transactions', 'Feature Requests', 'Screenshot/Restrictions', 'Transaction History']"
"The previous version is much better than this one. I used it for more than six years without any problem. But now I'm having a serious trouble with the updated app. I don't know why it takes him forever to refresh and load the home page once you sign in. And if it fails to load, it never recovers. I only see some UI changes. Really disappointed",negative,-0.58366,"['load', 'page sign', 'problem trouble', 'recover ui', 'refresh load']",['App Performance']
"I like the application very much because it is user friendly and makes transactions easiest, especially for business matters. But, these few days I faced difficulties of opening it. I tried to uninstall and re install the app, and re verified at the nearest cbe center. But still failed to use all the functions. It says 'none available'. Any suggestions please!",negative,-0.0816571428571428,"['say suggestion', 'application user', 'fail use', 'open try', 'use function']","['Transactions', 'Interface Issues', 'Activation/Registration']"
"Most of the time, in the 'Recents' button the app becomes stuck and doesn't show up details of transactions and doesn't even scroll down; should be solved. Second, the app doesn't save the last pop-up screen when a transaction is complete. Third, there is no telebirr transfer to other person option and the app by default lets you to only own telebirr transfer.",negative,-0.3046758024691358,"['person option', 'recent button', 'save pop', 'screen transaction', 'scroll solve']","['Transactions', 'App Performance', 'Feature Requests', 'Interface Issues', 'Screenshot/Restrictions', 'Transaction History']"
"It's a great app. I've been using this app since the bank launched it. As a long-term user, I would like to point out things that need to be improved. 1. Deleting money transfer history should be the user's choice. 2. There should be an option to download an in-depth transfer history for each transfer activity , just as there is posiblity to download a single time transfer recit. Do that and get 5 star.",positive,0.6741342857142858,"['transfer', 'transfer history', 'history', 'download', 'user']","['Transactions', 'Feature Requests', 'Screenshot/Restrictions', 'Transaction History']"
"This app has several issues based on my experience. Below are the problems that I encountered: 1. The app frequently crashes. 2. It only shows a limited transaction record history (25 transactions). 3. You can't access the transaction records after 8:00 pm and on Sundays. 4. It displays a ""payment failed"" message. It would be greatly appreciated if you could address these issues",negative,-0.3251752380952381,"['transaction record', 'record', 'transaction', 'issue', 'record history']","['Transactions', 'Feature Requests', 'Screenshot/Restrictions', 'Transaction History']"
1 star because I have to visit my bank for new installation of the app and reactivation takes about 45 to 60 minutes with there long queue and system failures. Learn from telebire app and give options to customers to apt out of this ridiculous security feature. Second why is there no customization in the settings for displaying which account I want displayed in the first section rather that slide to my main account every time. You are making us pay a monthly subscription. Bare minimum is not it,negative,-0.3778151515151514,"['display', 'option customer', 'pay subscription', 'queue', 'queue failure']","['Account Access', 'Feature Requests', 'Security Concerns']"
"My experience with this app has been outstanding so far,but sometimes it has a hard time connecting with network and makes it hard to make transactions. Apart from that it's amazing.",positive,0.5260266666666666,"['network make', 'experience app', 'make transaction', 'connect', 'app time']",['App Performance']
"I have been using this app for almost four years now. In the beginning, it was working fine. Sometime later, it gets difficult to create a connection to my account, and could not manage to make and see transactions on my account. After updating it lately, Jul 2020, I was glad this app came with some user interface improvements, and the connection was quite fast. Not longer than two weeks, the app starts to get stuck, and it cannot even show me the UI properly. As a result, I have a useless app on my cell phone, hoping that [you] will soon come with updates.",positive,0.3339733333333333,"['come', 'connection', 'phone hope', 'result app', 'year beginning']","['App Performance', 'Interface Issues']"
"Application UI and new features are better than the previous version. I found a minor bugs though. I couldn't transfer to an account from the beneficiary list, it says None Available; There is still so much to do with the localization; Instead of ሰኔ it says ጁን and more like this; date conversion is missing also. If this minor things are fixed it will be much better.",positive,0.5832689807162534,"['say', 'say localization', 'say ጁን', 'ጁን', 'ጁን date']","['Transactions', 'Feature Requests', 'Notifications']"
"It is a good and progressive app through the updates. I think the app should further solve its bugs like 1. It doesn't download or share attachment on android 12 and 11, it used to work on android 10. 2. Sometimes transactions seem like they have failed and there are no records, but the transactions actually have passed this is a very serious issue, because people will try the transaction again which will end up doubling the payment.",neutral,0.0378533333333333,"['transaction', 'pass issue', 'people try', 'app solve', 'attachment']","['Transactions', 'Feature Requests', 'Screenshot/Restrictions']"
"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the ""Own telebirr"" option. It id very limiting now a days",positive,0.6068650793650794,"['make', 'option', 'phone make', 'process change', 'assist']","['Transactions', 'Feature Requests', 'Customer Service']"
"Absolutely the best app! It works flawlessly, anytime and anywhere.",positive,0.7510733333333334,"['app work', 'work', 'app']",['Other']
"The CBE mobile banking app is a time-saver, but it needs several improvements, like adding fingerprint authentication. It's risky when people see me entering my PIN. Additionally, the fees are unreasonable. You could learn from Tele Birr, which adjusts fees based on the transaction amount. However, the CBEMB app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which I think is unfair.",negative,-0.3228999999999999,"['fee', 'birr', 'people enter', 'saver need', 'banking time']","['Transactions', 'Account Access']"
"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",positive,0.5217,"['digit', 'account', 'account confirmation', 'account holder', 'digit security']","['Account Access', 'Notifications']"
"Still needs development on several features.... For example - bank statements available online. The text feature of available balance and debited/credited notifications is very old school and involves too much digital trail. App doesn't always work, could be due to network issues in Ethiopia though. Another major issue is an error message is displayed when transferring from CBE to other banks. Ive almost lost a few thousands doing this once. Always cross check your balances.",negative,-0.32204,"['issue', 'balance', 'feature', 'school involve', 'bank lose']","['Transactions', 'App Performance', 'Feature Requests', 'Notifications']"
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,positive,0.1909199999999999,"['app closing', 'closing', 'bug update', 'say app', 'app bug']","['Interface Issues', 'Notifications']"
Unstatisfied with the new update keeps crashing every now and then and even though i haven't reached the max txn per day still refuses to transfer...probably going to change my bank if it's not fixed asap,neutral,-0.0284472727272727,"['reach max', 'refuse transfer', 'change bank', 'refuse', 'bank fix']",['Other']
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",negative,-0.2678381818181818,"['open', 'problem', 'problem open', 'open fix', 'app close']",['Other']
"The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review… Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix.",positive,0.6146666666666667,"['fix', 'review issue', 'year review', 'diminish', 'function update']","['Transactions', 'Feature Requests', 'Screenshot/Restrictions']"
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",positive,0.7492866666666667,"['enjoy', 'app love', 'let', 'support', 'love']","['Feature Requests', 'Customer Service']"
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",neutral,0.0,"['reflect account', 'account confirmation', 'fund transfer', 'message receive', 'confirmation text']",['Notifications']
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,positive,0.59154,"['receipt work', 'screenshot receipt', 'app screenshot', 'receipt', 'screenshot']","['Transactions', 'Screenshot/Restrictions', 'Transaction History']"
"Very good app, but please make it reliable . it crashes sometimes .",positive,0.73498,"['app crash', 'crash', 'app']",['Other']
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",negative,-0.17942,"['rest', 'hour', 'lag', 'fix']",['App Performance']
it is smart app but it has stoped after some period of time on my device with out any reason .,positive,0.2143542857142857,"['period time', 'period', 'app stop', 'reason', 'device']",['Other']
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,positive,0.2476,"['data connection', 'fix rate', 'use need', 'data', 'rate']",['Feature Requests']
The updated app is attractive and is working very well. Forced to revise my previous rating of 2 star to 4 star. Hope it will keep on working! Rated it excellent for the past years. Revised my review after it keeps on crashing in 2019 and installing it for a second time in less than 3 months. Please work on the problems.,positive,0.54455,"['revise', 'star', 'rate year', 'review crash', 'revise rating']",['Other']
"I really love this app,it is amazing. It is more flexible than any other banks app. The only and main problem that I encountered with this app is,if it is uninstalled from this devices, I have to go to the bank and mostly the specific barank the account is opened to reconfigur again. This is very unpractical in most cases,since people are traveling and very busy in their day to day activities. Kindly consider to change this option.",positive,0.6589355555555556,"['day', 'people travel', 'reconfigur', 'reconfigur case', 'encounter app']",['Other']
"I have been using this app for more than a year it came with best version, but now after the last update it's not working well as before. It can't sync, the connection is not working at all. I can't see recent transactions and make any transfer , all the features are not working, I hope you will come with a better update soon.",positive,0.32668,"['come', 'work', 'year come', 'come version', 'connection work']","['Transactions', 'App Performance', 'Activation/Registration']"
"In fact, it's a good app to make our daily life easier! However, I have encountered several times issues with this app. 1. It's not always working with network error, even though the network is good on my phone. 2. It happened to me several times that when I transfer money to someone's account, I doubled the transfer! Or in another word, my money sent two times. If I wanted to send 10,000, I found that sent 20,000 because of the APP error. I hope this will be fixed soon.",positive,0.56242,"['send', 'time', 'network', 'error', 'money']","['Transactions', 'App Performance']"
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,negative,-0.26602,"['bug update', 'file', 'bug', 'update']",['Other']
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",negative,-0.4729,"['screenshot download', 'transaction screenshot', 'work link', 'download work', 'fail transaction']","['App Performance', 'Feature Requests', 'Screenshot/Restrictions', 'Activation/Registration']"
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,negative,-0.20946,"['network sync', 'start work', 'app start', 'work log', 'week app']","['App Performance', 'Transaction History']"
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,positive,0.12708,"['add use', 'problem send', 'money telebirr', 'app problem', 'telebirr']","['Transactions', 'Feature Requests']"
its great app but when updating we can't take screen shot please try to fix it,positive,0.7223,"['screen shot', 'shot', 'try fix', 'screen', 'app update']",['Screenshot/Restrictions']
"URGENT FIX REQUIRED!!! The app does not work anymore! Account balance is not displayed. Trying to use any service on the app shows error ""None available"". What is the point of an internet/mobile banking app if you cannot carry out banking services from your fingertips? I also don't want to reinstall because CBE activation code can only be recieved in the bank, which sounds very ridiculous. These days, banks send OTP to email, so customers can manage their account anywhere in the world.",negative,-0.3969644444444444,"['recieve bank', 'reinstall activation', 'account', 'day bank', 'fix require']","['Transactions', 'App Performance', 'Account Access', 'Feature Requests', 'Activation/Registration']"
"The inconvenience of this app is that it requires developer options to be turned off. This hinders my ability to customize my phone as some of the customization can only be done in the developer options. Also, it didn't have this requirement before, so why now? And please return it how it was because this should not be an issue. Also, when a transaction is completed before it used to allow me to save the image of the completed transaction, now it doesn't, so please fix that also.",positive,0.34536,"['complete', 'developer option', 'developer', 'option', 'option requirement']","['Transactions', 'Feature Requests', 'Screenshot/Restrictions', 'Transaction History']"
some times it is difficult to get reciepts for the payment made,negative,-0.41672,"['reciept payment', 'reciept', 'payment', 'time']",['Transactions']
the worst commercial company that fails to do even the most normal things again and and again.,negative,-0.5387,"['company', 'fail', 'thing']",['Other']
"I can simply describe this app as ""Making all your work easier"".",positive,0.2528999999999999,"['make work', 'app make', 'make', 'work', 'app']",['Other']
"In the updated version of the app, it takes more time to download the receipt.",positive,0.2,"['download receipt', 'time download', 'version app', 'update version', 'receipt']","['Feature Requests', 'Screenshot/Restrictions']"
In the lasted update you removed the capability to screenshot transactions.,neutral,0.0,"['remove capability', 'screenshot transaction', 'capability', 'remove', 'screenshot']",['Screenshot/Restrictions']
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",positive,0.37912,"['consent', 'lock', 'appear', 'choose', 'come']",['Other']
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,positive,0.7327847619047618,"['open try', 'lesson', 'time open', 'crush time', 'app crush']",['Other']
"Sometimes it brings a contradicting notifications. First I saw an internet poll form. After I filled it, another message comes that advises users not fill any forms sent or bank did not send such documents. Sometimes the app gets stack without any prior notices. It happened quite numerical times with me. Otherwise great app. I think a followup maintenance and improvements needed",positive,0.49094,"['form', 'send', 'improvement need', 'message come', 'advise']",['Notifications']
"It used to work properly, but not anymore. I used to use the app from abroad; but these days, it kept saying ""unable to connect"" when I tried to check my balance and do transactions.",negative,-0.1,"['say connect', 'work use', 'app day', 'balance transaction', 'check balance']",['Transactions']
"Before the new version, the app was fast and merits 4 ⭐. However, following the upgrade, the app is slow and takes time to reload. Apps are useless without speed, so make them work.",negative,-0.0525709090909091,"['reload app', 'reload', 'app speed', 'upgrade app', 'follow']",['App Performance']
Recent transactions doesn't load properly sometimes . And also when transferring to someone sometimes it says failed and but already transferred which might cause to double transfer,negative,-0.22076,"['transfer', 'cause transfer', 'transfer cause', 'transfer say', 'cause']",['Transactions']
"Why force-disable Developer Options in the latest update? I get that it's a security precaution, but it's overkill. Plenty of other financial apps do not require it and it's sometimes necessary for debugging/experimental reasons",positive,0.14424,"['option update', 'overkill', 'overkill plenty', 'require debug', 'security precaution']","['Account Access', 'Security Concerns']"
I don't understand the reason why this app asks me to turn off my developer options whenever I try to log into the app 🙄 This issue immediately needs to be fixed. Why would I sacrifice my phone's performance to use only this app? It's ridiculous 😒,negative,-0.2478311111111111,"['option try', 'performance use', 'phone performance', 'reason app', 'sacrifice']",['Transaction History']
The apk doesn't work when the phones developer option is turned on. It always asks me to turn off the developer options to open the apk. Please fix it as it is unnecessary.,positive,0.1109199999999999,"['turn', 'developer option', 'developer', 'option', 'phone developer']","['App Performance', 'Feature Requests']"
"The not allowing the app while ""developer options"" is on needs to be fixed! Why the hell is an app telling me what to do with my own OS??? This is an unnecessary fix that needs to be fixed!!!",negative,-0.4326487499999999,"['need fix', 'fix', 'option need', 'need', 'app tell']",['Other']
Worst update ever. It asked to disable the developer's option which they don't have any authority over. Most useless update ever. I wish I could give it a 0 star if it was possible. Why do you care about my phone's settings? Stupid developers. Should Switch to other banks.,negative,-0.5548733333333333,"['developer', 'option authority', 'phone setting', 'care phone', 'ask disable']",['Feature Requests']
The app is crashing several times it's really annoying and sometimes it's says failed during different operations ?????? Please fix it!?,negative,-0.5732200000000001,"['time fail', 'operation', 'crash time', 'app crash', 'fail']",['Transactions']
